Customer ID,Segment,Acquisition Channel,Join Date,Last Order Date,Days Since Last Order,Total Orders,Lifetime Value ($),Avg Order Value ($),Preferred Category,Email Subscriber,Discount Sensitivity,NPS Score,Region,Age Group
CUST-4310,Dormant,Paid Social,2019-08-05,2023-09-23,100,4,87.38,35.47,Beauty & Personal Care,Yes,Low,1,Midwest,55+
CUST-4311,At-Risk Churner,Organic Search,2021-01-25,2023-10-12,81,8,332.4,70.61,Electronics,No,Medium,10,UK,35-44
CUST-4312,Deal Hunter,Referral,2021-10-04,2023-10-08,85,20,121.02,38.52,Home & Kitchen,Yes,Medium,4,Canada,35-44
CUST-4313,Loyal High-Value,Influencer,2023-03-10,2023-03-12,295,40,1457.8,296.71,Home & Kitchen,Yes,High,6,Southwest,18-24
CUST-4314,At-Risk Churner,Email Campaign,2019-03-31,2023-02-03,332,6,99.39,67.72,Electronics,Yes,Medium,10,West,45-54
CUST-4315,Occasional Buyer,Email Campaign,2021-06-28,2023-01-23,343,9,481.4,137.78,Apparel,Yes,Low,6,Canada,55+
CUST-4316,Dormant,Referral,2019-01-12,2023-08-16,138,5,49.79,28.99,Sports & Outdoors,Yes,Medium,10,Northeast,18-24
CUST-4317,New Customer,Referral,2021-01-07,2023-10-23,70,1,137.22,37.6,Apparel,No,Low,9,Canada,45-54
CUST-4318,New Customer,Organic Search,2020-10-02,2023-05-09,237,2,115.84,74.65,Beauty & Personal Care,Yes,Medium,0,Northeast,45-54
CUST-4319,New Customer,Organic Search,2021-07-25,2023-06-28,187,1,30.44,86.54,Sports & Outdoors,Yes,Low,7,Southwest,55+
CUST-4320,Deal Hunter,Referral,2021-01-12,2023-08-22,132,10,353.45,78.7,Electronics,No,High,6,Southwest,45-54
CUST-4321,Loyal High-Value,Direct,2019-07-09,2023-11-06,56,25,1741.31,126.25,Apparel,Yes,High,3,Midwest,55+
CUST-4322,Loyal High-Value,Organic Search,2022-04-27,2023-03-19,288,20,1251.66,290.14,Home & Kitchen,Yes,Medium,2,Canada,35-44
CUST-4323,At-Risk Churner,Email Campaign,2023-08-25,2023-08-26,128,5,251.12,55.7,Electronics,No,High,9,Northeast,25-34
CUST-4324,Dormant,Direct,2020-07-02,2023-05-27,219,1,88.7,55.04,Beauty & Personal Care,No,Medium,9,Canada,55+
CUST-4325,At-Risk Churner,Referral,2019-12-05,2023-06-25,190,2,108.99,93.69,Apparel,Yes,High,3,Southwest,18-24
CUST-4326,Dormant,Referral,2019-11-01,2023-07-03,182,1,176.15,52.38,Electronics,Yes,Medium,10,Southeast,18-24
CUST-4327,Dormant,Email Campaign,2020-04-08,2023-07-10,175,4,152.11,47.46,Sports & Outdoors,Yes,High,1,Midwest,18-24
CUST-4328,New Customer,Referral,2021-06-11,2023-12-28,4,2,136.87,80.26,Apparel,No,Medium,5,West,45-54
CUST-4329,Dormant,Paid Social,2019-09-29,2023-07-04,181,2,95.58,79.21,Beauty & Personal Care,No,Medium,3,Southeast,18-24
CUST-4330,At-Risk Churner,Influencer,2021-01-06,2023-01-24,342,3,136.89,109.85,Electronics,Yes,High,4,Northeast,55+
CUST-4331,New Customer,Referral,2022-08-23,2023-10-14,79,2,126.52,85.79,Electronics,No,Low,10,Midwest,18-24
CUST-4332,Loyal High-Value,Email Campaign,2020-10-22,2023-10-04,89,13,2207.39,187.4,Sports & Outdoors,Yes,Low,9,Southeast,18-24
CUST-4333,Loyal High-Value,Direct,2023-07-21,2023-06-10,205,20,1747.31,145.03,Beauty & Personal Care,Yes,High,8,West,45-54
CUST-4334,Loyal High-Value,Referral,2022-10-31,2023-05-06,240,24,1407.02,272.44,Home & Kitchen,No,Low,4,Midwest,45-54
CUST-4335,At-Risk Churner,Paid Social,2023-03-12,2023-10-11,82,2,283.34,115.78,Electronics,Yes,Medium,0,Southeast,45-54
CUST-4336,Dormant,Email Campaign,2021-07-21,2023-08-06,148,5,128.08,29.59,Home & Kitchen,Yes,Low,0,Canada,18-24
CUST-4337,Deal Hunter,Email Campaign,2022-06-30,2023-10-07,86,6,548.55,35.91,Beauty & Personal Care,Yes,Medium,7,Southeast,55+
CUST-4338,At-Risk Churner,Organic Search,2021-09-19,2023-06-07,208,8,80.08,62.62,Beauty & Personal Care,Yes,High,2,West,35-44
CUST-4339,Loyal High-Value,Email Campaign,2020-01-12,2023-01-07,359,26,1160.35,162.95,Apparel,No,Medium,1,Midwest,35-44
CUST-4340,Loyal High-Value,Organic Search,2021-08-16,2023-02-11,324,15,1214.77,131.4,Beauty & Personal Care,No,High,7,Canada,35-44
CUST-4341,Loyal High-Value,Direct,2023-11-08,2023-11-15,47,35,1595.18,141.65,Electronics,No,High,4,Northeast,55+
CUST-4342,Loyal High-Value,Organic Search,2019-07-28,2023-03-07,300,23,2447.05,264.34,Electronics,Yes,Medium,10,Northeast,35-44
CUST-4343,Dormant,Paid Social,2022-05-21,2023-04-19,257,3,41.52,45.67,Apparel,Yes,Medium,9,Southeast,45-54
CUST-4344,At-Risk Churner,Influencer,2021-07-06,2023-04-26,250,6,365.85,86.71,Beauty & Personal Care,No,Low,0,West,25-34
CUST-4345,Dormant,Organic Search,2019-04-10,2023-07-12,173,3,60.29,32.22,Home & Kitchen,Yes,Low,6,UK,18-24
CUST-4346,New Customer,Paid Social,2023-10-02,2023-03-05,302,1,39.33,86.36,Beauty & Personal Care,Yes,High,4,West,18-24
CUST-4347,Occasional Buyer,Referral,2022-03-08,2023-04-24,252,8,497.88,131.41,Beauty & Personal Care,No,Medium,3,Southwest,35-44
CUST-4348,Occasional Buyer,Email Campaign,2019-06-22,2023-12-03,29,9,377.46,119.33,Home & Kitchen,No,High,4,Midwest,45-54
CUST-4349,At-Risk Churner,Email Campaign,2022-01-17,2023-10-26,67,8,117.55,42.54,Electronics,Yes,Medium,3,UK,18-24
CUST-4350,At-Risk Churner,Paid Social,2023-12-02,2023-07-30,155,5,277.56,86.32,Apparel,No,Low,2,Southeast,18-24
CUST-4351,Deal Hunter,Direct,2023-07-23,2023-04-24,252,9,505.22,40.51,Sports & Outdoors,No,High,3,Northeast,55+
CUST-4352,New Customer,Paid Social,2022-06-04,2023-12-04,28,1,119.91,45.95,Beauty & Personal Care,Yes,Medium,0,Northeast,35-44
CUST-4353,Occasional Buyer,Email Campaign,2021-05-28,2023-09-21,102,11,745.99,142.89,Beauty & Personal Care,Yes,Medium,10,Southeast,45-54
CUST-4354,Loyal High-Value,Influencer,2023-02-11,2023-09-17,106,35,1152.42,162.9,Beauty & Personal Care,Yes,Low,6,West,18-24
CUST-4355,Deal Hunter,Influencer,2021-12-21,2023-01-30,336,11,585.49,54.28,Sports & Outdoors,Yes,Low,3,UK,18-24
CUST-4356,At-Risk Churner,Paid Social,2022-04-04,2023-10-05,88,5,89.45,88.7,Home & Kitchen,Yes,Medium,0,Canada,45-54
CUST-4357,Deal Hunter,Organic Search,2019-10-11,2023-02-23,312,8,361.82,76.11,Sports & Outdoors,No,High,10,UK,45-54
CUST-4358,Occasional Buyer,Influencer,2022-11-05,2023-03-31,276,9,449.26,143.45,Electronics,Yes,High,9,Southwest,18-24
CUST-4359,Loyal High-Value,Direct,2023-10-15,2023-09-16,107,24,2505.08,279.74,Sports & Outdoors,Yes,Low,7,West,18-24
CUST-4360,Deal Hunter,Email Campaign,2020-06-29,2023-07-13,172,10,284.74,57.21,Sports & Outdoors,Yes,Medium,8,UK,18-24
CUST-4361,Dormant,Direct,2020-08-07,2023-02-21,314,4,131.45,29.41,Sports & Outdoors,No,Medium,9,Southwest,18-24
CUST-4362,Occasional Buyer,Influencer,2020-03-10,2023-05-16,230,4,176.84,56.23,Electronics,No,High,5,Canada,35-44
CUST-4363,Deal Hunter,Influencer,2023-08-07,2023-05-20,226,19,375.49,32.23,Apparel,Yes,Medium,6,UK,35-44
CUST-4364,At-Risk Churner,Paid Social,2023-02-16,2023-11-21,41,5,373.74,76.63,Beauty & Personal Care,Yes,Low,1,Southeast,18-24
CUST-4365,Dormant,Email Campaign,2021-05-15,2023-08-01,153,5,146.92,45.34,Electronics,Yes,High,9,West,45-54
CUST-4366,Dormant,Organic Search,2021-10-18,2023-10-12,81,3,67.84,21.46,Apparel,Yes,High,2,Canada,35-44
CUST-4367,Dormant,Influencer,2023-02-14,2023-09-27,96,2,104.6,27.6,Beauty & Personal Care,Yes,Medium,1,Midwest,35-44
CUST-4368,New Customer,Email Campaign,2020-02-15,2023-02-09,326,1,50.54,78.72,Apparel,Yes,Medium,10,Midwest,45-54
CUST-4369,Occasional Buyer,Paid Social,2023-01-19,2023-05-10,236,7,462.31,110.23,Apparel,Yes,Medium,8,Southeast,45-54
CUST-4370,Occasional Buyer,Referral,2021-09-05,2023-07-29,156,3,378.71,136.4,Apparel,Yes,High,4,UK,18-24
CUST-4371,New Customer,Email Campaign,2019-01-28,2023-02-28,307,2,112.95,52.08,Beauty & Personal Care,Yes,Medium,6,Southwest,25-34
CUST-4372,Loyal High-Value,Referral,2022-09-18,2023-06-12,203,31,2151.81,197.16,Home & Kitchen,No,Low,5,Midwest,35-44
CUST-4373,Occasional Buyer,Paid Social,2021-04-03,2023-08-21,133,7,367.17,128.82,Sports & Outdoors,Yes,High,9,Northeast,45-54
CUST-4374,Occasional Buyer,Organic Search,2022-06-15,2023-05-19,227,5,788.74,92.0,Beauty & Personal Care,No,Low,1,Midwest,35-44
CUST-4375,Loyal High-Value,Referral,2020-04-22,2023-10-13,80,19,1936.88,187.66,Sports & Outdoors,No,Low,3,West,25-34
CUST-4376,Occasional Buyer,Paid Social,2021-03-10,2023-03-12,295,11,583.17,110.58,Home & Kitchen,No,Medium,6,Canada,55+
CUST-4377,Dormant,Organic Search,2021-06-01,2023-02-14,321,4,61.74,44.74,Apparel,Yes,Medium,5,Southwest,35-44
CUST-4378,Dormant,Direct,2020-02-16,2023-09-09,114,5,38.81,74.83,Electronics,No,Medium,9,Southeast,45-54
CUST-4379,Occasional Buyer,Organic Search,2022-08-19,2023-07-24,161,10,300.68,86.56,Electronics,No,Low,2,UK,45-54
CUST-4380,New Customer,Referral,2019-03-16,2023-10-27,66,2,131.2,70.94,Electronics,Yes,High,0,West,18-24
CUST-4381,Loyal High-Value,Influencer,2020-12-29,2023-12-07,25,13,2114.04,185.94,Home & Kitchen,Yes,Medium,4,Canada,25-34
CUST-4382,Loyal High-Value,Referral,2023-11-16,2023-05-18,228,13,1011.39,277.02,Apparel,No,High,7,Canada,35-44
CUST-4383,Dormant,Paid Social,2022-08-17,2023-06-11,204,2,166.75,20.25,Apparel,Yes,High,10,West,55+
CUST-4384,At-Risk Churner,Paid Social,2019-04-26,2023-09-13,110,5,299.69,105.96,Apparel,Yes,Medium,6,Midwest,45-54
CUST-4385,At-Risk Churner,Direct,2022-07-08,2023-09-30,93,2,94.67,75.79,Beauty & Personal Care,Yes,Low,7,Northeast,25-34
CUST-4386,Dormant,Referral,2019-03-10,2023-01-12,354,3,30.16,28.81,Home & Kitchen,Yes,Low,7,Southwest,35-44
CUST-4387,Occasional Buyer,Referral,2023-04-12,2023-12-10,22,7,690.83,114.64,Home & Kitchen,Yes,Medium,10,Canada,35-44
CUST-4388,Loyal High-Value,Direct,2021-10-19,2023-09-09,114,39,1503.74,138.49,Home & Kitchen,Yes,Low,6,Northeast,25-34
CUST-4389,At-Risk Churner,Influencer,2020-01-29,2023-10-09,84,4,304.36,110.18,Beauty & Personal Care,Yes,Medium,9,Canada,55+
CUST-4390,New Customer,Direct,2019-05-02,2023-05-14,232,2,93.29,79.1,Electronics,No,Medium,5,Southeast,55+
CUST-4391,Dormant,Referral,2023-11-01,2023-02-20,315,2,159.66,22.98,Home & Kitchen,No,Low,0,Canada,25-34
CUST-4392,Dormant,Email Campaign,2022-12-14,2023-05-23,223,2,132.53,49.7,Home & Kitchen,Yes,Low,2,West,35-44
CUST-4393,Deal Hunter,Direct,2021-10-18,2023-12-21,11,19,362.65,77.43,Home & Kitchen,No,Low,4,UK,45-54
CUST-4394,New Customer,Influencer,2021-03-16,2023-05-21,225,1,54.04,70.92,Beauty & Personal Care,Yes,High,8,Southeast,35-44
CUST-4395,Loyal High-Value,Organic Search,2022-07-09,2023-12-04,28,30,2549.19,182.01,Electronics,Yes,High,9,Southwest,55+
CUST-4396,Deal Hunter,Influencer,2019-12-05,2023-10-24,69,14,592.15,60.68,Apparel,Yes,Medium,10,Midwest,25-34
CUST-4397,Loyal High-Value,Influencer,2021-11-02,2023-06-28,187,16,1906.08,184.73,Beauty & Personal Care,Yes,Low,4,West,55+
CUST-4398,Loyal High-Value,Influencer,2022-02-28,2023-10-21,72,12,1553.25,172.75,Electronics,Yes,High,4,Southeast,35-44
CUST-4399,Dormant,Paid Social,2019-08-28,2023-11-30,32,3,181.68,41.02,Apparel,Yes,Low,4,Midwest,18-24
CUST-4400,Dormant,Direct,2019-02-11,2023-08-01,153,4,147.6,50.85,Apparel,Yes,High,3,West,35-44
CUST-4401,At-Risk Churner,Direct,2021-07-10,2023-10-04,89,7,173.59,65.81,Home & Kitchen,Yes,High,0,Canada,45-54
CUST-4402,Occasional Buyer,Organic Search,2022-07-28,2023-02-21,314,4,251.43,66.35,Apparel,Yes,Medium,10,Southeast,18-24
CUST-4403,Dormant,Influencer,2023-04-23,2023-09-11,112,5,43.38,35.36,Sports & Outdoors,No,Low,7,Canada,45-54
CUST-4404,Loyal High-Value,Influencer,2021-06-28,2023-01-13,353,27,928.13,271.15,Home & Kitchen,No,High,0,Canada,45-54
CUST-4405,Occasional Buyer,Email Campaign,2021-04-08,2023-04-02,274,9,584.68,68.55,Apparel,Yes,Medium,5,Southwest,25-34
CUST-4406,Loyal High-Value,Organic Search,2020-06-06,2023-09-09,114,36,1891.27,205.06,Beauty & Personal Care,No,High,10,Southeast,45-54
CUST-4407,At-Risk Churner,Direct,2019-11-30,2023-12-25,7,6,239.6,93.08,Apparel,No,High,9,Southwest,25-34
CUST-4408,New Customer,Organic Search,2020-07-21,2023-05-18,228,1,125.4,44.04,Sports & Outdoors,No,High,3,West,35-44
CUST-4409,New Customer,Organic Search,2019-10-28,2023-11-06,56,1,88.55,51.98,Electronics,Yes,Medium,1,Midwest,55+
CUST-4410,Dormant,Influencer,2020-08-04,2023-08-17,137,5,83.32,48.9,Beauty & Personal Care,Yes,Medium,10,Midwest,25-34
CUST-4411,Occasional Buyer,Organic Search,2022-03-21,2023-04-27,249,6,195.94,114.76,Apparel,No,Medium,7,Midwest,45-54
CUST-4412,Loyal High-Value,Referral,2023-10-26,2023-08-26,128,31,2630.06,249.89,Home & Kitchen,No,Low,2,Northeast,18-24
CUST-4413,Loyal High-Value,Direct,2021-05-18,2023-06-07,208,37,895.34,199.74,Sports & Outdoors,No,Medium,8,Canada,45-54
CUST-4414,Loyal High-Value,Paid Social,2019-09-14,2023-06-16,199,36,811.0,124.12,Sports & Outdoors,No,Low,10,UK,45-54
CUST-4415,Occasional Buyer,Referral,2020-03-17,2023-09-11,112,4,549.14,50.28,Sports & Outdoors,Yes,Low,8,Southwest,55+
CUST-4416,Dormant,Direct,2021-10-16,2023-05-27,219,2,150.52,75.53,Beauty & Personal Care,Yes,Low,6,West,55+
CUST-4417,New Customer,Direct,2020-12-13,2023-03-25,282,2,45.28,26.14,Home & Kitchen,Yes,High,7,Southeast,18-24
CUST-4418,New Customer,Direct,2019-07-18,2023-06-08,207,2,77.99,35.43,Home & Kitchen,Yes,High,9,Midwest,18-24
CUST-4419,At-Risk Churner,Influencer,2020-10-08,2023-12-14,18,7,260.64,92.78,Beauty & Personal Care,Yes,High,4,Canada,25-34
CUST-4420,At-Risk Churner,Referral,2023-01-07,2023-03-14,293,4,82.03,85.98,Beauty & Personal Care,No,Low,5,Southwest,25-34
CUST-4421,Dormant,Email Campaign,2021-06-29,2023-01-31,335,4,119.75,20.33,Electronics,No,Low,5,Northeast,18-24
CUST-4422,Loyal High-Value,Organic Search,2021-07-16,2023-03-08,299,18,997.22,206.25,Beauty & Personal Care,Yes,High,1,Midwest,35-44
CUST-4423,Dormant,Referral,2019-06-08,2023-11-14,48,3,100.42,77.08,Beauty & Personal Care,No,Medium,10,Southwest,18-24
CUST-4424,Loyal High-Value,Organic Search,2020-04-25,2023-05-20,226,35,1532.37,243.28,Electronics,Yes,Low,6,Canada,35-44
CUST-4425,Deal Hunter,Direct,2021-01-28,2023-08-03,151,19,289.25,45.2,Beauty & Personal Care,Yes,High,7,Southeast,25-34
CUST-4426,At-Risk Churner,Email Campaign,2019-06-21,2023-01-31,335,7,232.51,117.93,Electronics,Yes,High,5,West,18-24
CUST-4427,Dormant,Referral,2023-05-24,2023-06-02,213,2,71.02,23.27,Apparel,Yes,Medium,7,Canada,18-24
CUST-4428,New Customer,Referral,2020-11-15,2023-04-23,253,1,128.9,96.06,Apparel,Yes,Medium,3,UK,35-44
CUST-4429,Occasional Buyer,Organic Search,2022-12-23,2023-09-28,95,11,537.67,145.09,Beauty & Personal Care,Yes,High,3,Northeast,55+
CUST-4430,Dormant,Organic Search,2021-09-07,2023-02-27,308,4,48.94,72.06,Beauty & Personal Care,Yes,Low,6,West,18-24
CUST-4431,Occasional Buyer,Organic Search,2020-11-10,2023-10-23,70,9,700.79,95.96,Home & Kitchen,Yes,Low,7,Canada,55+
CUST-4432,Dormant,Influencer,2020-02-20,2023-02-23,312,4,105.32,45.84,Sports & Outdoors,Yes,Medium,7,Northeast,55+
CUST-4433,At-Risk Churner,Referral,2020-07-09,2023-11-12,50,5,295.39,83.96,Electronics,Yes,Low,9,UK,55+
CUST-4434,Occasional Buyer,Email Campaign,2022-01-13,2023-09-22,101,3,483.53,125.1,Beauty & Personal Care,Yes,High,8,West,55+
CUST-4435,Occasional Buyer,Influencer,2022-06-27,2023-07-26,159,7,655.49,95.53,Beauty & Personal Care,No,High,6,Southeast,45-54
CUST-4436,Deal Hunter,Influencer,2023-11-23,2023-01-19,347,10,569.41,41.72,Beauty & Personal Care,Yes,Medium,4,Southwest,35-44
CUST-4437,At-Risk Churner,Referral,2020-02-03,2023-04-21,255,4,85.11,104.99,Beauty & Personal Care,Yes,High,10,Northeast,18-24
CUST-4438,Deal Hunter,Organic Search,2019-05-16,2023-05-22,224,17,323.04,66.59,Sports & Outdoors,Yes,High,2,Midwest,45-54
CUST-4439,Deal Hunter,Organic Search,2021-05-10,2023-06-16,199,8,420.36,52.47,Sports & Outdoors,Yes,High,10,Southeast,25-34
CUST-4440,Dormant,Referral,2022-08-01,2023-05-01,245,1,93.53,54.2,Sports & Outdoors,Yes,Low,1,Canada,55+
CUST-4441,Loyal High-Value,Referral,2022-12-23,2023-05-04,242,23,1033.66,245.43,Sports & Outdoors,Yes,Low,4,Southwest,55+
CUST-4442,Loyal High-Value,Organic Search,2022-05-10,2023-05-15,231,21,1750.86,161.06,Home & Kitchen,No,High,1,Midwest,18-24
CUST-4443,At-Risk Churner,Influencer,2019-11-15,2023-09-11,112,8,151.28,60.4,Sports & Outdoors,Yes,High,10,Northeast,55+
CUST-4444,Dormant,Organic Search,2022-05-06,2023-01-28,338,2,103.78,70.51,Sports & Outdoors,No,Medium,10,Northeast,45-54
CUST-4445,At-Risk Churner,Referral,2020-09-23,2023-02-11,324,2,365.61,106.61,Beauty & Personal Care,No,Medium,1,Northeast,45-54
CUST-4446,New Customer,Referral,2019-01-05,2023-07-29,156,1,128.58,42.26,Electronics,No,Low,5,Canada,55+
CUST-4447,Dormant,Email Campaign,2022-10-21,2023-01-06,360,3,124.24,36.81,Sports & Outdoors,No,Medium,7,Canada,55+
CUST-4448,Dormant,Paid Social,2019-01-14,2023-01-18,348,3,149.28,30.6,Electronics,Yes,Low,5,Northeast,55+
CUST-4449,New Customer,Paid Social,2022-05-31,2023-08-11,143,1,78.15,67.16,Apparel,No,Medium,9,Midwest,45-54
CUST-4450,New Customer,Email Campaign,2020-07-07,2023-10-29,64,2,103.88,28.04,Sports & Outdoors,Yes,Low,5,Northeast,55+
CUST-4451,At-Risk Churner,Paid Social,2023-10-30,2023-07-26,159,2,106.48,50.9,Apparel,Yes,High,2,Southeast,45-54
CUST-4452,New Customer,Paid Social,2020-09-18,2023-12-14,18,2,27.13,46.19,Beauty & Personal Care,No,Low,3,West,35-44
CUST-4453,Dormant,Paid Social,2020-06-08,2023-10-03,90,3,74.87,61.65,Electronics,Yes,High,10,Northeast,18-24
CUST-4454,Loyal High-Value,Email Campaign,2021-04-10,2023-11-05,57,22,2225.5,167.77,Electronics,No,Medium,1,Southeast,55+
CUST-4455,At-Risk Churner,Paid Social,2023-07-09,2023-05-08,238,8,365.73,118.61,Apparel,Yes,Medium,0,West,25-34
CUST-4456,At-Risk Churner,Paid Social,2019-12-08,2023-06-13,202,5,157.51,77.03,Apparel,Yes,Medium,3,Midwest,25-34
CUST-4457,Loyal High-Value,Influencer,2023-02-28,2023-09-05,118,35,1249.94,169.89,Beauty & Personal Care,Yes,Medium,2,West,18-24
CUST-4458,New Customer,Direct,2019-01-26,2023-08-04,150,1,135.24,49.9,Home & Kitchen,No,Medium,5,Canada,55+
CUST-4459,Loyal High-Value,Organic Search,2022-06-09,2023-05-30,216,40,1470.6,203.7,Beauty & Personal Care,No,High,2,West,45-54
CUST-4460,Occasional Buyer,Influencer,2023-03-13,2023-04-03,273,8,627.54,102.16,Apparel,No,High,7,Northeast,45-54
CUST-4461,Occasional Buyer,Referral,2023-01-22,2023-04-22,254,8,714.81,145.17,Electronics,No,Low,5,Midwest,55+
CUST-4462,Occasional Buyer,Organic Search,2022-12-18,2023-12-07,25,5,421.74,125.57,Beauty & Personal Care,Yes,Medium,0,Northeast,18-24
CUST-4463,Deal Hunter,Paid Social,2021-07-09,2023-01-13,353,11,525.06,61.8,Home & Kitchen,Yes,Medium,7,Southwest,35-44
CUST-4464,New Customer,Influencer,2020-04-29,2023-08-14,140,2,47.5,59.0,Sports & Outdoors,No,Medium,0,West,18-24
CUST-4465,Dormant,Direct,2022-04-09,2023-10-09,84,3,72.19,31.06,Electronics,Yes,High,2,Canada,25-34
CUST-4466,Dormant,Direct,2021-07-16,2023-12-19,13,5,96.36,69.66,Home & Kitchen,Yes,High,7,UK,45-54
CUST-4467,Deal Hunter,Paid Social,2020-11-02,2023-07-16,169,14,266.09,37.93,Apparel,Yes,Low,8,Canada,25-34
CUST-4468,Deal Hunter,Influencer,2023-06-27,2023-03-09,298,18,515.56,63.83,Sports & Outdoors,No,High,6,Northeast,25-34
CUST-4469,At-Risk Churner,Direct,2021-02-09,2023-01-23,343,2,223.22,84.72,Beauty & Personal Care,No,High,10,Southeast,55+
CUST-4470,At-Risk Churner,Influencer,2021-02-26,2023-12-03,29,4,188.76,42.96,Apparel,No,High,2,West,25-34
CUST-4471,Loyal High-Value,Organic Search,2023-02-05,2023-07-13,172,24,1120.55,216.44,Home & Kitchen,No,Low,7,West,35-44
CUST-4472,Dormant,Referral,2019-04-28,2023-05-06,240,4,165.15,26.35,Apparel,No,Low,5,Southwest,55+
CUST-4473,Deal Hunter,Influencer,2019-03-12,2023-12-18,14,18,556.46,45.8,Beauty & Personal Care,No,Medium,1,Southeast,25-34
CUST-4474,Deal Hunter,Organic Search,2022-04-07,2023-12-12,20,10,373.56,57.31,Sports & Outdoors,No,High,6,UK,18-24
CUST-4475,At-Risk Churner,Email Campaign,2021-07-31,2023-02-20,315,2,109.36,111.67,Sports & Outdoors,No,Low,3,Canada,45-54
CUST-4476,Loyal High-Value,Direct,2019-03-02,2023-09-17,106,19,2515.91,182.8,Home & Kitchen,No,High,8,Midwest,35-44
CUST-4477,Deal Hunter,Paid Social,2023-05-16,2023-02-27,308,11,501.11,54.4,Apparel,Yes,High,7,Southwest,45-54
CUST-4478,Occasional Buyer,Organic Search,2019-05-29,2023-10-28,65,11,657.87,72.37,Sports & Outdoors,Yes,Medium,3,West,35-44
CUST-4479,Dormant,Referral,2021-08-18,2023-10-19,74,2,37.93,55.48,Home & Kitchen,Yes,High,4,Southeast,18-24
CUST-4480,At-Risk Churner,Direct,2019-05-15,2023-09-27,96,2,257.96,116.86,Beauty & Personal Care,Yes,Medium,2,West,18-24
CUST-4481,Dormant,Influencer,2021-03-02,2023-07-02,183,2,47.82,29.57,Beauty & Personal Care,Yes,Medium,0,Southeast,18-24
CUST-4482,Occasional Buyer,Referral,2021-12-16,2023-02-28,307,6,219.48,57.22,Electronics,Yes,Low,3,UK,25-34
CUST-4483,New Customer,Influencer,2023-11-23,2023-02-10,325,2,88.36,64.11,Home & Kitchen,No,Low,0,Southwest,25-34
CUST-4484,Loyal High-Value,Paid Social,2019-09-24,2023-08-21,133,39,1375.77,176.21,Beauty & Personal Care,Yes,High,9,Northeast,18-24
CUST-4485,At-Risk Churner,Referral,2019-02-08,2023-02-05,330,4,152.08,114.73,Sports & Outdoors,No,Low,5,Northeast,25-34
CUST-4486,New Customer,Paid Social,2019-02-06,2023-02-08,327,1,40.29,63.46,Beauty & Personal Care,Yes,Low,0,UK,55+
CUST-4487,Dormant,Organic Search,2022-05-07,2023-06-09,206,5,180.9,25.46,Electronics,Yes,Medium,9,Southwest,18-24
CUST-4488,Dormant,Paid Social,2021-08-11,2023-09-11,112,2,168.71,22.15,Beauty & Personal Care,Yes,Low,10,Canada,35-44
CUST-4489,Deal Hunter,Referral,2022-02-03,2023-01-04,362,6,448.05,58.57,Apparel,No,High,5,Southeast,25-34
CUST-4490,Occasional Buyer,Referral,2022-12-25,2023-04-06,270,8,167.69,145.47,Apparel,Yes,Low,0,Midwest,55+
CUST-4491,Deal Hunter,Direct,2019-03-14,2023-07-05,180,17,569.18,54.27,Electronics,No,Medium,1,Southeast,25-34
CUST-4492,Dormant,Influencer,2020-02-20,2023-01-29,337,2,34.98,43.75,Apparel,Yes,Low,7,Midwest,18-24
CUST-4493,Dormant,Email Campaign,2021-05-09,2023-08-01,153,2,87.45,57.91,Apparel,Yes,High,0,Southeast,45-54
CUST-4494,Occasional Buyer,Paid Social,2020-07-23,2023-04-13,263,11,771.36,86.19,Sports & Outdoors,Yes,High,5,UK,55+
CUST-4495,Loyal High-Value,Referral,2020-09-03,2023-02-22,313,34,825.66,259.08,Apparel,No,Medium,7,Midwest,18-24
CUST-4496,Loyal High-Value,Email Campaign,2022-08-20,2023-03-04,303,34,1482.18,203.9,Beauty & Personal Care,Yes,Low,0,Southeast,55+
CUST-4497,Deal Hunter,Direct,2023-01-07,2023-12-12,20,16,533.62,48.04,Home & Kitchen,Yes,High,4,Canada,25-34
CUST-4498,Loyal High-Value,Paid Social,2022-05-09,2023-01-11,355,15,1904.41,252.56,Apparel,Yes,Low,1,Southwest,35-44
CUST-4499,Loyal High-Value,Direct,2019-01-15,2023-07-27,158,31,1949.06,286.26,Electronics,No,Low,7,UK,35-44
CUST-4500,Loyal High-Value,Paid Social,2023-03-02,2023-10-24,69,26,2931.88,124.0,Beauty & Personal Care,Yes,Medium,10,Midwest,18-24
CUST-4501,Deal Hunter,Paid Social,2019-11-23,2023-12-05,27,17,147.07,49.57,Sports & Outdoors,No,Medium,3,Canada,55+
CUST-4502,Dormant,Influencer,2023-03-03,2023-11-22,40,4,88.78,52.28,Beauty & Personal Care,Yes,Low,2,Northeast,35-44
CUST-4503,At-Risk Churner,Direct,2020-04-10,2023-07-16,169,5,105.71,42.39,Home & Kitchen,Yes,Medium,7,Southwest,35-44
CUST-4504,Loyal High-Value,Organic Search,2022-12-26,2023-08-29,125,20,1441.23,128.53,Sports & Outdoors,Yes,Medium,5,Southeast,18-24
CUST-4505,Deal Hunter,Organic Search,2022-02-20,2023-01-27,339,16,390.23,47.76,Apparel,No,High,0,Southwest,55+
CUST-4506,Deal Hunter,Paid Social,2021-05-19,2023-05-11,235,14,335.24,78.69,Beauty & Personal Care,No,Low,9,Midwest,25-34
